temple,instructionrooms,sealingrooms,baptismrooms,squarefootage,acreage,stakes,districts,all_units,elevation_ft,tower_spire,att_tower_spire,angelmoroni,announcement,groundbreaking,dedication,temple_urls,temple_address,lat,long,prophet,interval,prophet_start,prophet_end,location,status,date,templeOrgId,templeNameId,city,stateRegion,country,sortDate,guess_country,missing_state,first_word,lat_general,long_general,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID
Panama City Panama Temple,2,2,1,18943,6.96,8,5,13,121.8,1,Attached,Yes,2002-08-23,2005-10-30,2008-08-10,https://churchofjesuschristtemples.org/panama-city-panama-temple,"Calle Rufina Alfaro #3172, Hacia La Villa de Cardenas, Corozal, Ancon, Provincia de Panamá, Panama",8.9874848958,-79.572712386866,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Corozal, Ancon, Panamá, Panama",OPERATING,10 August 2008,69207,panama-city-panama-temple,Corozal,Ancon,Panama,"August 10, 2008",NA,FALSE,Panama City Panama ,8.9816011,-79.5747055,NA,NA,NA,NA,NA
Papeete Tahiti Temple,2,2,1,12150,1.7,11,2,13,71.1,1,Attached,Yes,1980-04-02,1981-02-13,1983-10-27,https://churchofjesuschristtemples.org/papeete-tahiti-temple,"Allee Pierre Loti, Papeete, Tahiti 98716, French Polynesia",-17.5347,-149.56843,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"Papeete, Tahiti, French Polynesia",OPERATING,27 October 1983,14,papeete-tahiti-temple,Papeete,Tahiti,French Polynesia,"October 27, 1983",NA,FALSE,Papeete Tahiti ,NA,NA,NA,NA,NA,NA,NA
Paris France Temple,2,3,1,44175,2.26,8,0,8,390.5,0,None,No,2011-10-01,2012-08-24,2017-05-21,https://churchofjesuschristtemples.org/paris-france-temple,"46 Boulevard Saint Antoine, 78150 Le Chesnay, France",48.817629017317,2.122927029674,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Le Chesnay, France",OPERATING,21 May 2017,4012417,paris-france-temple,Le Chesnay,,France,"May 21, 2017",NA,TRUE,Paris France ,48.8264842,2.1257808,NA,NA,NA,NA,NA
Payson Utah Temple,3,7,1,96630,10.63,30,0,30,NA,1,Attached,Yes,2010-01-25,2011-10-08,2015-06-07,https://churchofjesuschristtemples.org/payson-utah-temple,"1494 S 930 W, Payson, Utah 84651, United States",40.019552991735,-111.749614026281,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Payson, Utah, United States",OPERATING,7 June 2015,4007811,payson-utah-temple,Payson,Utah,United States,"June 7, 2015",NA,FALSE,Payson  ,40.0443989,-111.7321518,49,049,010410,2,490490104102
Perth Australia Temple,2,2,1,10700,2.76,4,0,4,92.5,1,Attached,Yes,1999-06-11,1999-11-20,2001-05-20,https://churchofjesuschristtemples.org/perth-australia-temple,"163-173 Wordsworth Avenue, Yokine, Western Australia 6060, Australia",-31.907054452182,115.87029861094,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Yokine, Western Australia, Australia",OPERATING,20 May 2001,40203,perth-australia-temple,Yokine,Western Australia,Australia,"May 20, 2001",NA,FALSE,Perth Australia ,-31.90171,115.8525017,NA,NA,NA,NA,NA
Philadelphia Pennsylvania Temple,2,4,1,61466,1.6,11,0,11,32.6,2,Attached,Yes,2008-10-04,2011-09-17,2016-09-18,https://churchofjesuschristtemples.org/philadelphia-pennsylvania-temple,"1739 Vine St, Philadelphia, Pennsylvania 19103, United States",39.959058994408,-75.168017016336,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Philadelphia, Pennsylvania, United States",OPERATING,18 September 2016,4005414,philadelphia-pennsylvania-temple,Philadelphia,Pennsylvania,United States,"September 18, 2016",NA,FALSE,Philadelphia  ,39.9527237,-75.1635262,42,101,012500,1,421010125001
Phnom Penh Cambodia Temple,1,1,1,10000,3.16,NA,NA,NA,35.3,5,Attached,No,2018-10-07,2021-09-18,NA,https://churchofjesuschristtemples.org/phnom-penh-cambodia-temple,"Russian Confederation Street, Phnom Penh, Cambodia",11.56261,104.87914,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Phnom Penh, Cambodia",CONSTRUCTION,Construction,4114413,phnom-penh-cambodia-temple,Phnom Penh,,Cambodia,,NA,TRUE,Phnom Penh Cambodia ,11.568271,104.9224426,NA,NA,NA,NA,NA
Phoenix Arizona Temple,2,4,1,64870,5.19,20,0,20,NA,1,Attached,Yes,2008-05-24,2011-06-04,2014-11-16,https://churchofjesuschristtemples.org/phoenix-arizona-temple,"5220 W Pinnacle Peak Rd, Phoenix, Arizona 85310, United States",33.698049168058,-112.172123206107,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Phoenix, Arizona, United States",OPERATING,16 November 2014,4004672,phoenix-arizona-temple,Phoenix,Arizona,United States,"November 16, 2014",NA,FALSE,Phoenix  ,33.4484367,-112.074141,04,013,611700,2,040136117002
Pittsburgh Pennsylvania Temple,2,2,1,32000,5.8,NA,NA,NA,NA,1,Attached,No,2020-04-05,2021-08-21,NA,https://churchofjesuschristtemples.org/pittsburgh-pennsylvania-temple,"2093 Powell Road, Cranberry Township, Pennsylvania 16066, United States",40.694112442236,-80.140276389765,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Cranberry Township, Pennsylvania, United States",CONSTRUCTION,Construction,4130713,pittsburgh-pennsylvania-temple,Cranberry Township,Pennsylvania,United States,,NA,FALSE,Pittsburgh  ,40.7099343,-80.1060506,42,019,912101,1,420199121011
Pocatello Idaho Temple,4,4,1,71125,10.94,20,0,20,NA,1,Attached,Yes,2017-04-02,2019-03-16,2021-11-07,https://churchofjesuschristtemples.org/pocatello-idaho-temple,"3100 Butte St, Pocatello, Idaho 83201, United States",42.914907016286,-112.406763030406,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Pocatello, Idaho, United States",OPERATING,7 November 2021,4098474,pocatello-idaho-temple,Pocatello,Idaho,United States,"November 7, 2021",NA,FALSE,Pocatello  ,42.8620287,-112.450627,16,005,001101,1,160050011011
Port Moresby Papua New Guinea Temple,1,1,1,9550,3.76,NA,NA,NA,82.9,1,Attached,No,2019-10-05,2023-04-22,NA,https://churchofjesuschristtemples.org/port-moresby-papua-new-guinea-temple,"Muniogo Crescent, Badili, Port Moresby, Papua New Guinea",-9.45507,147.20381,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Papua New Guinea,CONSTRUCTION,Construction,4124792,port-moresby-papua-new-guinea-temple,,,papua new guinea,,papua new guinea,TRUE,Port Moresby Papua New Guinea ,-5.6816069,144.2489081,NA,NA,NA,NA,NA
Port Vila Vanuatu Temple,1,1,1,10000,1.62,NA,NA,NA,64.1,1,Attached,No,2020-10-04,2023-04-08,NA,https://churchofjesuschristtemples.org/port-vila-vanuatu-temple,"Blacksands, Port Vila, Vanuatu",-17.717310054157,168.300281061605,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Vanuatu,CONSTRUCTION,Construction,4134471,port-vila-vanuatu-temple,,,vanuatu,,vanuatu,TRUE,Port Vila Vanuatu ,-16.5255069,168.1069154,NA,NA,NA,NA,NA
Port-au-Prince Haiti Temple,1,1,1,10396,1.77,5,4,9,674.7,1,Attached,No,2015-04-05,2017-10-28,2019-09-01,https://churchofjesuschristtemples.org/port-au-prince-haiti-temple,"Route de Frères, Frères 23, Impasse Saint-Marc # 20 & 22, HT Petion-Ville, Haiti",18.527523451894,-72.271726921654,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Port-au-Prince, Haiti",OPERATING,1 September 2019,4069711,port-au-prince-haiti-temple,Port-au-Prince,,Haiti,"September 1, 2019",NA,TRUE,Port-au-Prince Haiti ,18.547327,-72.3395928,NA,NA,NA,NA,NA
Portland Oregon Temple,4,14,1,80500,7.3,31,0,31,235.8,6,Attached,Yes,1984-04-07,1986-09-20,1989-08-19,https://churchofjesuschristtemples.org/portland-oregon-temple,"13600 Kruse Oaks Blvd, Lake Oswego, Oregon 97035-8602, United States",45.425396987901,-122.742272002037,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"Lake Oswego, Oregon, United States",OPERATING,19 August 1989,63,portland-oregon-temple,Lake Oswego,Oregon,United States,"August 19, 1989",NA,FALSE,Portland  ,45.4206749,-122.670649,41,005,020304,1,410050203041
Porto Alegre Brazil Temple,2,2,1,10700,2,27,5,32,307.7,1,Attached,Yes,1997-09-30,1998-05-02,2000-12-17,https://churchofjesuschristtemples.org/porto-alegre-brazil-temple,"Rua General Salvador Pinheiro, 50, Vila Jardim, 91320-240 Porto Alegre–RS, Brazil",-30.034329998323,-51.157399989272,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Porto Alegre, Rio Grande do Sul, Brazil",OPERATING,17 December 2000,36566,porto-alegre-brazil-temple,Porto Alegre,Rio Grande do Sul,Brazil,"December 17, 2000",NA,FALSE,Porto Alegre Brazil ,-30.0324999,-51.2303767,NA,NA,NA,NA,NA
Praia Cape Verde Temple,1,1,1,8759,4.46,4,1,5,17.9,1,Attached,No,2018-10-07,2019-05-04,2022-06-19,https://churchofjesuschristtemples.org/praia-cape-verde-temple,"Avenida Cidade de Lisboa, Bairro Taiti, 7600 Praia, São Tiago, Cape Verde",14.919674148915,-23.511428594876,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Praia, Cape Verde",OPERATING,19 June 2022,4114414,praia-cape-verde-temple,Praia,,Cape Verde,"June 19, 2022",NA,TRUE,Praia Cape Verde ,14.9162811,-23.5095095,NA,NA,NA,NA,NA
Preston England Temple,4,4,1,69630,15,23,1,24,361.9,1,Attached,Yes,1992-10-19,1994-06-12,1998-06-07,https://churchofjesuschristtemples.org/preston-england-temple,"Temple Way, Hartwood Green, Chorley, Lancashire, England PR6 7EQ, United Kingdom",53.67102001499,-2.63058001298,Ezra Taft Benson,1985-11-10 UTC--1994-05-30 UTC,1985-11-10T00:00:00Z,1994-05-30T00:00:00Z,"Chorley, Lancashire, England",OPERATING,7 June 1998,19,preston-england-temple,Chorley,Lancashire,England,"June 7, 1998",NA,FALSE,Preston England ,NA,NA,NA,NA,NA,NA,NA
Provo City Center Temple,3,5,1,85084,5.6,29,0,29,NA,5,Attached,Yes,2011-10-01,2012-05-12,2016-03-20,https://churchofjesuschristtemples.org/provo-city-center-temple,"50 South University Ave, Provo, Utah 84601, United States",40.232664011527,-111.65928996711,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Provo, Utah, United States",OPERATING,20 March 2016,4012416,provo-city-center-temple,Provo,Utah,United States,"March 20, 2016",NA,FALSE,Provo City Center ,40.2337289,-111.6587085,49,049,002400,1,490490024001
Provo Utah Temple,6,12,1,130825,17,57,0,57,NA,1,Attached,Yes,1967-08-14,1969-09-15,1972-02-09,https://churchofjesuschristtemples.org/provo-utah-temple,"2200 Temple Hill Dr, Provo, Utah 84604-1775, United States",40.263577979181,-111.640158021655,David O. McKay,1951-04-09 UTC--1970-01-18 UTC,1951-04-09T00:00:00Z,1970-01-18T00:00:00Z,"Provo, Utah, United States",OPERATING,9 February 1972,8,provo-utah-temple,Provo,Utah,United States,"February 9, 1972",NA,FALSE,Provo  ,40.2337289,-111.6587085,49,049,001603,2,490490016032
Puebla Mexico Temple,4,3,1,30000,6.84,NA,NA,NA,NA,1,Attached,Yes,2018-10-07,2019-11-30,NA,https://churchofjesuschristtemples.org/puebla-mexico-temple,"Avenida 15 de Mayo No. 719, Colónia Los Vergeles, 72100 Puebla, Puebla, Mexico",19.079649262181,-98.228542909495,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Puebla, Puebla, Mexico",CONSTRUCTION,Construction,4114416,puebla-mexico-temple,Puebla,Puebla,Mexico,,NA,FALSE,Puebla Mexico ,19.0437196,-98.1981486,NA,NA,NA,NA,NA
Querétaro Mexico Temple,2,2,1,27500,3.58,NA,NA,NA,NA,1,Attached,No,2021-04-04,2023-01-07,NA,https://churchofjesuschristtemples.org/queretaro-mexico-temple,"Prolongación Tecnológico Norte 150, Colonia San Pablo, 76130 Querétaro, Querétaro, Mexico",20.599369979743,-100.413839994191,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Mexico,CONSTRUCTION,Construction,4138359,queretaro-mexico-temple,,,mexico,,mexico,TRUE,Querétaro Mexico ,23.6585116,-102.0077097,NA,NA,NA,NA,NA
Quetzaltenango Guatemala Temple,2,2,1,21085,6.47,19,6,25,NA,1,Attached,Yes,2006-12-16,2009-03-14,2011-12-11,https://churchofjesuschristtemples.org/quetzaltenango-guatemala-temple,"9a. Calle 4-03, Zona 9, Frente a Residenciales Los Cerezos 1, 09001 Quetzaltenango, Quetzaltenango, Guatemala",14.846604174453,-91.541223241892,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Quetzaltenango, Quezaltenango, Guatemala",OPERATING,11 December 2011,78698,quetzaltenango-guatemala-temple,Quetzaltenango,Quezaltenango,Guatemala,"December 11, 2011",NA,FALSE,Quetzaltenango Guatemala ,NA,NA,NA,NA,NA,NA,NA
Quito Ecuador Temple,2,2,1,36780,3.96,16,1,17,NA,1,Attached,Yes,2016-04-03,2019-05-11,2022-11-20,https://churchofjesuschristtemples.org/quito-ecuador-temple,"Calle Alfonso Lamiña s/n y Ruta Viva Esquina, sector Auqui Chico, 170904 Cumbayá, Quito, Ecuador",-0.216519162,-78.444102948,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Quito, Ecuador",OPERATING,20 November 2022,4086054,quito-ecuador-temple,Quito,,Equador,"November 20, 2022",NA,TRUE,Quito Ecuador ,-0.2201641,-78.5123274,NA,NA,NA,NA,NA
Raleigh North Carolina Temple,2,2,1,12864,3.17,14,0,14,447.6,1,Attached,Yes,1998-09-03,1999-02-06,1999-12-18,https://churchofjesuschristtemples.org/raleigh-north-carolina-temple,"574 Bryan Dr, Apex, North Carolina 27502-4127, United States",35.731475388506,-78.862370931945,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Apex, North Carolina, United States",OPERATING,18 December 1999,36603,raleigh-north-carolina-temple,Apex,North Carolina,United States,"December 18, 1999",NA,FALSE,Raleigh  ,35.7325352,-78.8505516,37,183,053414,2,371830534142
Recife Brazil Temple,2,3,1,37200,5.59,45,5,50,15,1,Attached,Yes,1995-01-13,1996-11-11,2000-12-15,https://churchofjesuschristtemples.org/recife-brazil-temple,"Rua Dr. José de Góes, 280, Parnamirim, 52060-380 Recife–PE, Brazil",-8.03648000026,-34.910490016877,Howard W. Hunter,1994-06-05 UTC--1995-03-03 UTC,1994-06-05T00:00:00Z,1995-03-03T00:00:00Z,"Recife, Pernambuco, Brazil",OPERATING,15 December 2000,57,recife-brazil-temple,Recife,Pernambuco,Brazil,"December 15, 2000",NA,FALSE,Recife Brazil ,-8.0584933,-34.8848193,NA,NA,NA,NA,NA
Red Cliffs Utah Temple,4,6,1,96277,15.12,NA,NA,NA,NA,1,Attached,Yes,2018-10-07,2020-11-07,2024-03-24,https://churchofjesuschristtemples.org/red-cliffs-utah-temple,"1555 South Red Cliffs Temple Lane, St. George, Utah 84790, United States",37.115809747027,-113.551850401957,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"St. George, Utah, United States",CONSTRUCTION,Construction,4114421,red-cliffs-utah-temple,St. George,Utah,United States,,NA,FALSE,Red Cliffs  ,37.104153,-113.5841313,49,053,271200,1,490532712001
Redlands California Temple,2,3,1,17300,4.6,19,0,19,NA,1,Attached,Yes,2001-04-21,2001-12-01,2003-09-14,https://churchofjesuschristtemples.org/redlands-california-temple,"1761 Fifth Ave, Redlands, California 92374-5503, United States",34.049038996012,-117.140558016086,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Redlands, California, United States",OPERATING,14 September 2003,45902,redlands-california-temple,Redlands,California,United States,"September 14, 2003",NA,FALSE,Redlands  ,34.0550328,-117.1827445,06,071,008403,2,060710084032
Regina Saskatchewan Temple,2,2,1,10700,1,2,0,2,NA,1,Attached,Yes,1998-08-03,1998-11-14,1999-11-14,https://churchofjesuschristtemples.org/regina-saskatchewan-temple,"111 Wascana Gate N, Regina, Saskatchewan S4V 2J6, Canada",50.421052603247,-104.542432736858,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Regina, Saskatchewan, Canada",OPERATING,14 November 1999,36567,regina-saskatchewan-temple,Regina,Saskatchewan,Canada,"November 14, 1999",NA,FALSE,Regina Saskatchewan ,50.44876,-104.61731,NA,NA,NA,NA,NA
Reno Nevada Temple,2,2,1,10700,7.9,10,0,10,NA,1,Attached,Yes,1999-04-12,1999-07-24,2000-04-23,https://churchofjesuschristtemples.org/reno-nevada-temple,"2000 Beaumont Pkwy, Reno, Nevada 89523, United States",39.534696019038,-119.898906983388,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Reno, Nevada, United States",OPERATING,23 April 2000,38681,reno-nevada-temple,Reno,Nevada,United States,"April 23, 2000",NA,FALSE,Reno  ,39.5261206,-119.8126581,32,031,002409,1,320310024091
Rexburg Idaho Temple,4,5,1,57504,10,27,0,27,NA,1,Attached,Yes,2003-12-12,2005-07-30,2008-02-10,https://churchofjesuschristtemples.org/rexburg-idaho-temple,"750 S 2nd E, Rexburg, Idaho 83440-5404, United States",43.81090400918,-111.779066022383,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Rexburg, Idaho, United States",OPERATING,10 February 2008,72126,rexburg-idaho-temple,Rexburg,Idaho,United States,"February 10, 2008",NA,FALSE,Rexburg  ,43.8235163,-111.787022,16,065,950302,3,160659503023
Ribeirão Preto Brazil Temple,NA,NA,NA,32000,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-02,NA,NA,https://churchofjesuschristtemples.org/ribeirao-preto-brazil-temple,"Avenida Antônio Marçal and R. José Brandani, Ribeirão Preto–SP, Brazil",-21.216819985405,-47.810059966431,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richmond Virginia Temple,4,3,1,39202,12,13,0,13,280.7,1,Attached,Yes,2018-04-01,2020-04-11,2023-05-07,https://churchofjesuschristtemples.org/richmond-virginia-temple,"10915 Staples Mill Rd, Glen Allen, Virginia 23060, United States",37.672596004639,-77.535064964339,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Glen Allen, Virginia, United States",OPERATING,7 May 2023,4108675,richmond-virginia-temple,Glen Allen,Virginia,United States,"May 7, 2023",NA,FALSE,Richmond  ,37.6659781,-77.506374,51,087,200406,4,510872004064
Rio de Janeiro Brazil Temple,2,2,1,29966,9.44,17,3,20,9.4,1,Attached,Yes,2013-04-06,2017-03-04,2022-05-08,https://churchofjesuschristtemples.org/rio-de-janeiro-brazil-temple,"Avenida Das Américas, Nº 9005, 22793-083 Barra Da Tijuca - Rio De Janeiro–RJ, Brazil",-23.010338380337,-43.449386045942,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Rio de Janeiro, Brazil",OPERATING,8 May 2022,4028611,rio-de-janeiro-brazil-temple,Rio de Janeiro,,Brazil,"May 8, 2022",NA,TRUE,Rio de Janeiro Brazil ,-22.9110137,-43.2093727,NA,NA,NA,NA,NA
Rome Italy Temple,2,3,1,41010,14.5,11,3,14,167.2,2,Attached,Yes,2008-10-04,2010-10-23,2019-03-10,https://churchofjesuschristtemples.org/rome-italy-temple,"Via di Settebagni 376, Rome, RM, Italy",41.970630009645,12.544719983146,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Rome, Roma, Italy",OPERATING,10 March 2019,4005415,rome-italy-temple,Rome,Roma,Italy,"March 10, 2019",NA,FALSE,Rome Italy ,41.8933203,12.4829321,NA,NA,NA,NA,NA
Sacramento California Temple,2,4,1,19500,46,17,0,17,257,1,Attached,Yes,2001-04-21,2004-08-22,2006-09-03,https://churchofjesuschristtemples.org/sacramento-california-temple,"2110 California Cir, Rancho Cordova, California 95742-6415, United States",38.633127874731,-121.193710577708,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Rancho Cordova, California, United States",OPERATING,3 September 2006,45901,sacramento-california-temple,Rancho Cordova,California,United States,"September 3, 2006",NA,FALSE,Sacramento  ,38.5890723,-121.302728,06,067,008705,2,060670087052
Salt Lake Temple,5,23,2,403000,10,60,1,61,NA,6,Attached,Yes,1847-07-28,1853-02-14,1893-04-06,https://churchofjesuschristtemples.org/salt-lake-temple,"50 W North Temple St, Salt Lake City, Utah 84150-9709, United States",40.770484009185,-111.8919109981,Brigham Young,1844-06-27 UTC--1877-08-29 UTC,1844-06-27T00:00:00Z,1877-08-29T00:00:00Z,"Salt Lake City, Utah, United States",RENOVATION,Renovation,49,salt-lake-temple,Salt Lake City,Utah,United States,,NA,FALSE,Salt Lake ,40.7596198,-111.886797,49,035,100800,2,490351008002
Salta Argentina Temple,2,2,1,NA,17.72,NA,NA,NA,NA,1,Attached,Yes,2018-04-01,2020-11-04,NA,https://churchofjesuschristtemples.org/salta-argentina-temple,"El Aybal, Ruta Nacional 51, Salta, Salta, Argentina",-24.837784419427,-65.452706556017,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Salta, Argentina",CONSTRUCTION,Construction,4108670,salta-argentina-temple,Salta,,Argentina,,NA,TRUE,Salta Argentina ,-24.7892946,-65.4103194,NA,NA,NA,NA,NA
Salvador Brazil Temple,2,2,1,31530,4.6,NA,NA,NA,82.8,1,Attached,No,2018-10-07,2021-08-07,NA,https://churchofjesuschristtemples.org/salvador-brazil-temple,"Av. Luís Viana Filho, 18, Patamares, 41301-110 Salvador–BA, Brazil",-12.939528386292,-38.411773275059,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Salvador Bahia, Brazil",CONSTRUCTION,Construction,4114411,salvador-brazil-temple,Salvador Bahia,,Brazil,,NA,TRUE,Salvador Brazil ,-12.9822499,-38.4812772,NA,NA,NA,NA,NA
San Antonio Texas Temple,2,2,1,16800,5.5,16,1,17,NA,1,Attached,Yes,2001-06-24,2003-03-29,2005-05-22,https://churchofjesuschristtemples.org/san-antonio-texas-temple,"20080 Stone Oak Pkwy, San Antonio, Texas 78258-6920, United States",29.641533018854,-98.488796035987,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"San Antonio, Texas, United States",OPERATING,22 May 2005,46179,san-antonio-texas-temple,San Antonio,Texas,United States,"May 22, 2005",NA,FALSE,San Antonio  ,29.4246002,-98.4951405,48,029,191817,2,480291918172
San Diego California Temple,4,8,1,72000,7.2,16,0,16,338.3,10,Attached,Yes,1984-04-07,1988-02-27,1993-04-25,https://churchofjesuschristtemples.org/san-diego-california-temple,"7474 Charmant Dr, San Diego, California 92122-5000, United States",32.866470014149,-117.228719963333,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"San Diego, California, United States",RENOVATION,Renovation,64,san-diego-california-temple,San Diego,California,United States,,NA,FALSE,San Diego  ,32.7174202,-117.1627728,06,073,008364,3,060730083643
San Jose California Temple,2,2,1,30000,4.73,NA,NA,NA,181.3,NA,NA,NA,2023-04-02,NA,NA,https://churchofjesuschristtemples.org/san-jose-california-temple,"771 West Fremont Avenue, Sunnyvale, California, United States",37.352925011587,-122.044353001772,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"California, United States",ANNOUNCED,Announced,4156615,san-jose-california-temple,San Jose,California,United States,,NA,TRUE,San Jose  ,37.3361663,-121.890591,06,085,508403,3,060855084033
San José Costa Rica Temple,2,2,1,10700,1.93,10,1,11,NA,1,Attached,Yes,1999-03-17,1999-04-24,2000-06-04,https://churchofjesuschristtemples.org/san-jose-costa-rica-temple,"1.2 km al Oeste Del Hotel Marriott, La Ribera de Belén, 40702 Heredia, Costa Rica",9.998778314933,-84.170123889728,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Belén, Heredia, Costa Rica",OPERATING,4 June 2000,38398,san-jose-costa-rica-temple,Belén,Heredia,Costa Rica,"June 4, 2000",NA,FALSE,San José Costa Rica ,9.9795545,-84.1852459,NA,NA,NA,NA,NA
San Juan Puerto Rico Temple,1,1,1,6988,2.97,5,1,6,223.2,1,Attached,No,2018-10-07,2019-05-04,2023-01-15,https://churchofjesuschristtemples.org/san-juan-puerto-rico-temple,"Calle Ronda #123 (Urb. Villa Andalucia), San Juan, PR 00926, Puerto Rico",18.3839190185,-66.031973979451,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"San Juan, Puerto Rico",OPERATING,15 January 2023,4114420,san-juan-puerto-rico-temple,San Juan,,Puerto Rico,"January 15, 2023",NA,TRUE,San Juan Puerto Rico ,NA,NA,NA,NA,NA,NA,NA
San Luis Potosí Mexico Temple,1,1,1,9300,3.87,NA,NA,NA,NA,NA,NA,NA,2022-04-03,NA,NA,https://churchofjesuschristtemples.org/san-luis-potosi-mexico-temple,"Arboleda 100, Fraccionamiento del Parque, 78260 San Luis Potosí, San Luis Potosí, Mexico",22.197013350437,-101.014502252196,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Mexico,ANNOUNCED,Announced,4148127,san-luis-potosi-mexico-temple,,,mexico,,mexico,TRUE,San Luis Potosí Mexico ,23.6585116,-102.0077097,NA,NA,NA,NA,NA
